-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:23:932,TP22176,C BOT_moral,Ask,5,3, 1,1, -4,2,-5,3, 1,1, -3,8,B BOT_moral
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:24:605,TP22176,A,Move,5,0, 1,1, 4,0,5,3, 0,5, 0,8
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:24:899,TP22176,A,Move,4,9, 1,1, 3,8,5,3, 0,5, 0,8
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:25:350,TP22176,A,EnterTP,5,0, 1,1, 3,3,
